,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,data_frame,cv_train_size,cv_test_size,lag_time,scoring_method,features_to_use
1,0.001164865493774414,0.00010955767213050342,0.0006782293319702148,2.511806208794916e-05,3,{'model__n_neighbors': 3},-26.312425571017798,-4.1547572665744354,-3.407973480224608,-3.0292607201470294,-13.648277367485896,-13.230320315890841,-5.958904181586375,-14.708961402045361,-2.955530039469401,-3.680920028686524,-9.108733037312827,7.322359872893327,1,finbert_whole_article_sentiment_df,60,60,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011425018310546875,0.00015056105898351245,0.0006906509399414063,4.161053828154216e-05,4,{'model__n_neighbors': 4},-26.209167385101317,-4.287014929453532,-3.23742945988973,-3.148054091135661,-13.61513449350993,-13.148193232218425,-6.211145846048991,-15.515454483032226,-3.0045088450113933,-3.7916418075561524,-9.216774457295735,7.329113085552146,3,finbert_whole_article_sentiment_df,60,60,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.001160430908203125,0.00013354151314320017,0.0006999969482421875,9.871536931363412e-05,5,{'model__n_neighbors': 5},-26.103139801025385,-4.439435323079427,-3.3011440277099613,-3.1280952962239588,-13.600621541341146,-13.124372406005856,-6.470833892822269,-16.179092814127603,-2.9417746988932287,-3.476162541707358,-9.276467234293618,7.367734518553072,4,finbert_whole_article_sentiment_df,60,60,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0013251781463623046,0.00011918071404336242,0.0007268428802490234,5.636511712577561e-05,2,{'model__n_neighbors': 2},-5.312431271870931,-3.2555110295613607,-2.3821978251139324,-4.47977294921875,-2.6134002685546873,-12.180817286173502,-3.081584167480469,-11.599575297037761,-4.491377003987631,-4.862975565592448,-5.425964266459148,3.3648492618065364,3,finbert_tone_whole_article_sentiment_df,60,60,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.001230478286743164,0.00010489946051321834,0.0006986141204833984,3.452673122733409e-05,3,{'model__n_neighbors': 3},-5.3578865475124795,-3.597953414916993,-2.0607421451144754,-4.180375459459096,-2.5887741936577706,-13.363162146674263,-2.957600233289933,-10.44431211683486,-4.463115183512368,-4.717971674601237,-5.373189311557348,3.4633559361665442,1,finbert_tone_whole_article_sentiment_df,60,60,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011461973190307617,0.00012024412413449142,0.0007109165191650391,8.318408849608495e-05,4,{'model__n_neighbors': 4},-5.394289207458496,-3.6448588689168293,-1.8870872815450033,-4.263363615671794,-2.6956432978312175,-13.0689058303833,-2.974568557739258,-10.76760648091634,-4.352869097391764,-5.023812739054362,-5.407300497690836,3.446303771776319,2,finbert_tone_whole_article_sentiment_df,60,60,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0011523008346557618,0.00011526321240373511,0.0006812334060668946,7.347061456285038e-05,5,{'model__n_neighbors': 5},-5.463679758707684,-3.90453224182129,-1.8736158752441392,-4.308895390828449,-2.7546577453613263,-12.97055999755859,-2.9879673767089847,-11.12361999511719,-4.241607106526691,-5.522045415242514,-5.515118090311686,3.463806607879608,4,finbert_tone_whole_article_sentiment_df,60,60,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012143611907958984,0.00010063112459740468,0.0006865739822387695,3.4698062605711494e-05,2,{'model__n_neighbors': 2},-6.601155916849772,-3.191718610127767,-2.4251578648885093,-4.269518152872721,-3.0925074259440106,-12.19694938659668,-3.6826758066813152,-11.578565470377605,-4.423786163330078,-6.800163014729818,-5.826219781239827,3.3194983155962094,4,finbert_tone_whole_article_sentiment_df,60,60,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0012021780014038086,9.921124207551501e-05,0.0007179021835327148,9.717266540855651e-05,3,{'model__n_neighbors': 3},-6.891262012057836,-3.5038380940755216,-2.187773259480794,-4.135353003607858,-3.2032996283637165,-13.427008480495878,-3.085127512613932,-10.402237447102873,-4.0473331875271255,-6.8919506072998065,-5.777518323262534,3.4642000530429744,2,finbert_tone_whole_article_sentiment_df,60,60,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011334180831909179,0.00012846423365274871,0.0006817340850830078,4.060656881199801e-05,4,{'model__n_neighbors': 4},-6.726053110758463,-3.5940305391947427,-2.0286537170410157,-4.196711381276448,-3.1131396611531574,-13.094112014770507,-3.183785565694173,-10.77535171508789,-3.9651924769083657,-6.683546702067058,-5.736057688395182,3.4444991109862,1,finbert_tone_whole_article_sentiment_df,60,60,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0011392354965209961,0.00013830665883637574,0.0006926536560058593,8.419280789725964e-05,5,{'model__n_neighbors': 5},-7.271093851725262,-3.8003269958496104,-1.9298866271972657,-4.333877716064455,-3.046826985677084,-12.972976837158201,-3.135026753743489,-11.128624572753909,-3.8108840942382813,-6.75322680155436,-5.818275123596193,3.5025685650400287,3,finbert_tone_whole_article_sentiment_df,60,60,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012770414352416993,0.00011632163933235564,0.0007377386093139649,6.599855632954373e-05,2,{'model__n_neighbors': 2},-26.150889269510905,-3.5434242248535157,-3.6554415384928385,-2.868091328938802,-13.558042526245117,-12.516840744018555,-6.446471786499023,-15.024281946818034,-3.841887029012044,-3.6355822245279947,-9.124095261891684,7.219953891656295,1,finbert_tone_whole_article_sentiment_df,60,60,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.001181483268737793,0.0001104460396813295,0.0006803035736083985,2.816957636085183e-05,3,{'model__n_neighbors': 3},-26.198591020372188,-3.558429463704428,-3.425024329291448,-2.8722894456651513,-13.5860844930013,-13.124377865261499,-6.568406338161894,-15.72304204305013,-3.32951922946506,-3.5350109948052295,-9.192077522277833,7.381311119345839,2,finbert_tone_whole_article_sentiment_df,60,60,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0010711193084716798,8.242556139157087e-05,0.0006822586059570312,6.226279168123791e-05,4,{'model__n_neighbors': 4},-26.165241972605386,-3.7099594751993816,-3.384769630432129,-2.8429993629455566,-13.655349095662435,-13.164690272013347,-6.521970240275065,-16.675745264689127,-2.9372215270996094,-3.787551434834798,-9.284549827575685,7.478377923153682,3,finbert_tone_whole_article_sentiment_df,60,60,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0011254072189331055,0.0001327774472713967,0.000680088996887207,6.199068745252796e-05,5,{'model__n_neighbors': 5},-26.043543065388988,-3.864081700642903,-3.3455021921793615,-3.1812508138020847,-13.654711100260412,-13.183774871826165,-6.6329490661621096,-16.31171590169271,-3.0456205749511707,-3.6341115061442077,-9.28972607930501,7.377896809803401,4,finbert_tone_whole_article_sentiment_df,60,60,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012608766555786133,0.00010231447968653328,0.0007257938385009765,7.08545200062404e-05,2,{'model__n_neighbors': 2},-4.739337094624838,-2.950632413228353,-1.9493477503458658,-4.3246912638346355,-2.6502793629964194,-12.168836466471355,-3.344025421142578,-11.498635228474935,-4.177656173706055,-5.959015528361003,-5.376245670318604,3.407325062199434,1,bert_topic_article_sentiment_df,60,60,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0012284278869628905,9.662756465326759e-05,0.0007038354873657226,3.468616701435913e-05,3,{'model__n_neighbors': 3},-4.921748352050783,-3.2527864244249156,-1.9449317508273647,-4.324276860555014,-2.7774435255262606,-13.365018039279514,-3.123811848958332,-10.568519507514113,-3.989151594373914,-5.923223749796549,-5.419091165330676,3.4986923339084695,2,bert_topic_article_sentiment_df,60,60,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011074304580688476,8.725621321244487e-05,0.0006791591644287109,4.494758716719402e-05,4,{'model__n_neighbors': 4},-5.053016916910807,-3.7059185028076174,-1.8826064427693685,-4.377732213338216,-2.8390100479125975,-12.713474400838216,-2.9304505666097005,-11.14065965016683,-4.024080022176107,-6.031923802693685,-5.4698872566223145,3.4314787541816116,4,bert_topic_article_sentiment_df,60,60,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0010978460311889648,0.00012763110393694145,0.0006564855575561523,4.683153288199628e-05,5,{'model__n_neighbors': 5},-5.145881652832031,-3.8539056650797514,-1.7342243194580071,-4.401300506591796,-2.8415031941731774,-12.639418029785157,-2.892042592366537,-11.009264068603525,-3.900855153401692,-6.131595942179362,-5.454999112447103,3.411033388582663,3,bert_topic_article_sentiment_df,60,60,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012777328491210937,5.83533356685783e-05,0.000724959373474121,8.633163086546279e-05,2,{'model__n_neighbors': 2},-6.403935559590658,-2.971566899617513,-2.3002939224243164,-4.175794219970703,-2.8090770721435545,-12.340618260701497,-3.292633819580078,-11.516075134277344,-3.727857462565104,-6.264613850911458,-5.580246620178223,3.4345769979907232,1,bert_topic_article_sentiment_df,60,60,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0011766433715820312,9.135108585914926e-05,0.0006805658340454102,2.9738978779687622e-05,3,{'model__n_neighbors': 3},-6.605872641669379,-3.311752955118818,-2.241163974338107,-4.15072953965929,-3.04609519110786,-13.40990431043837,-3.2803853352864576,-10.505197313096794,-3.7953553093804255,-6.215118111504448,-5.656157468159995,3.466874712858829,2,bert_topic_article_sentiment_df,60,60,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011396408081054688,8.456428381817775e-05,0.0007074356079101562,6.912607812740122e-05,4,{'model__n_neighbors': 4},-6.613291104634603,-3.8052727063496907,-2.175835196177165,-4.180581347147624,-3.1872994740804037,-12.74658031463623,-2.9890132904052735,-11.07119992574056,-3.7249732971191407,-6.365443356831869,-5.685949001312256,3.400900313803691,4,bert_topic_article_sentiment_df,60,60,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.001106095314025879,0.00010659161402691263,0.0006534099578857422,4.6688810960387416e-05,5,{'model__n_neighbors': 5},-6.7437336476643885,-3.8546615854899082,-2.0976434834798168,-4.234679082234702,-3.158673146565756,-12.730609029134113,-2.9518492126464864,-11.019015502929697,-3.667646179199218,-6.24244967142741,-5.670096054077149,3.4024495155930436,3,bert_topic_article_sentiment_df,60,60,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012388944625854493,7.984716523801073e-05,0.0006869077682495117,3.94688185927115e-05,2,{'model__n_neighbors': 2},-25.862253824869793,-4.0313010533650715,-3.3133300145467124,-2.7804847081502277,-13.944311014811198,-12.485556030273438,-5.9388070424397785,-14.168390909830729,-3.1662556966145834,-3.9531472524007163,-8.964383754730225,7.156907492214725,1,bert_topic_article_sentiment_df,60,60,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0012237548828125,8.025410195792799e-05,0.0007152795791625976,3.629486522850866e-05,3,{'model__n_neighbors': 3},-25.7759708404541,-4.028320227728952,-3.379091686672632,-2.9326315561930367,-13.708778889973953,-13.251191711425781,-5.9389941745334225,-14.662010447184239,-2.9074437459309914,-3.8102703094482413,-9.039470358954535,7.2129652220474885,3,bert_topic_article_sentiment_df,60,60,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0010950803756713868,0.00010120751859891566,0.0006607294082641602,2.627607471829335e-05,4,{'model__n_neighbors': 4},-25.859625371297202,-4.247699515024821,-3.345021915435791,-2.74894011815389,-13.676357142130534,-12.825059000651041,-6.163984298706055,-14.943669764200846,-2.9047569274902343,-3.3137818654378255,-9.002889591852824,7.2611323045085765,2,bert_topic_article_sentiment_df,60,60,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0011406898498535155,0.00012961738266762185,0.0007006645202636719,5.673688960810347e-05,5,{'model__n_neighbors': 5},-25.92813791910807,-4.362126108805339,-3.259002329508464,-3.107147115071615,-13.640820210774741,-12.770675303141275,-6.394281768798834,-15.832082519531244,-2.6762620035807285,-3.307653376261393,-9.127818865458172,7.329446883960591,4,bert_topic_article_sentiment_df,60,60,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012669563293457031,5.8356277450670994e-05,0.0007179975509643555,3.170075147707334e-05,2,{'model__n_neighbors': 2},-6.073968124389649,-6.341046142578125,-2.4877848943074543,-3.382160250345866,-3.0055992126464846,-12.836187489827473,-3.388667933146159,-3.3353082021077474,-3.481675211588542,-3.494572575887044,-4.782697003682455,2.9450113266304396,1,finbert_summary_sentiment_df,252,60,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0011974096298217774,0.00010435050648446571,0.0007204771041870117,3.9918340890688134e-05,3,{'model__n_neighbors': 3},-6.020952945285373,-6.741941579182941,-2.2818672604031027,-3.4431063758002405,-2.8973702324761286,-13.23051037258572,-3.4026924981011297,-3.2228248172336156,-3.4190797593858497,-3.4205905914306642,-4.808093643188477,3.104617962592362,2,finbert_summary_sentiment_df,252,60,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.001218271255493164,0.00015094102303506504,0.0007255315780639648,4.058672097815768e-05,4,{'model__n_neighbors': 4},-6.4220530192057295,-7.0411352475484215,-2.2564225514729817,-3.5479026794433595,-2.8163700103759766,-13.2987699508667,-3.330104637145996,-3.303198051452637,-2.8754899978637694,-3.3863297780354817,-4.827777592341105,3.1929711945858994,3,finbert_summary_sentiment_df,252,60,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0011470556259155274,0.00011248898077422132,0.000724339485168457,5.795410339298629e-05,5,{'model__n_neighbors': 5},-6.603908818562824,-7.47419179280599,-2.259159978230796,-3.7433934275309246,-2.69901133219401,-13.368151448567707,-3.141095479329428,-3.2269827779134133,-2.8370781962076825,-3.4417134348551426,-4.879468668619792,3.2659798829917377,4,finbert_summary_sentiment_df,252,60,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0013494491577148438,5.441963476460504e-05,0.000773310661315918,7.23697790914772e-05,2,{'model__n_neighbors': 2},-7.342576026916504,-6.4238123575846355,-2.764205487569173,-3.38111572265625,-3.4629173278808594,-12.877589797973632,-3.6613393147786457,-3.388414510091146,-3.481675211588542,-3.3249512990315755,-5.010859705607096,2.9841690777486525,1,finbert_summary_sentiment_df,252,60,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0012482404708862305,9.832702767005469e-05,0.0007392406463623047,2.1893577116100326e-05,3,{'model__n_neighbors': 3},-7.62805845472548,-6.8041602664523655,-2.537331390380858,-3.3739205678304054,-3.497606489393445,-13.243049197726778,-3.553981696234809,-3.3020531548394088,-3.5092631869845903,-3.462745030721027,-5.0912169435289165,3.1392967213706355,2,finbert_summary_sentiment_df,252,60,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.001172184944152832,0.00010551794625216666,0.0007330179214477539,3.349611339139728e-05,4,{'model__n_neighbors': 4},-8.583104546864828,-7.080879751841227,-2.586272939046224,-3.6148973147074384,-3.5110080083211264,-13.28628126780192,-3.464509455362956,-3.2958645184834796,-2.965310541788737,-3.2105650583902996,-5.1598693402608236,3.288481509807665,3,finbert_summary_sentiment_df,252,60,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0011715650558471679,0.00013075912374948796,0.0007222175598144531,7.221641694577347e-05,5,{'model__n_neighbors': 5},-9.433371149698893,-7.490926030476888,-2.4071340942382817,-3.672416407267252,-3.4748335266113286,-13.342060648600258,-3.2261753845214844,-3.20851008097331,-2.7834285990397136,-3.25533322652181,-5.229418914794922,3.46478921603533,4,finbert_summary_sentiment_df,252,60,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.001316380500793457,4.991280853178464e-05,0.0007310867309570313,2.066669674556371e-05,2,{'model__n_neighbors': 2},-26.022942225138348,-6.574904696146647,-3.880346171061198,-3.6661943435668944,-7.165721766153971,-12.83085594177246,-6.524309666951497,-3.1210186004638674,-3.6776401519775392,-3.138800684611003,-7.660273424784343,6.736363892725206,1,finbert_summary_sentiment_df,252,60,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0012505292892456056,8.725080597577622e-05,0.0007560014724731446,2.822244620278532e-05,3,{'model__n_neighbors': 3},-25.866810311211477,-7.013008371988931,-4.167103830973307,-4.2972756703694674,-7.476902092827699,-13.261942545572914,-6.693716515435112,-3.166143798828124,-3.2909701877170128,-3.267452197604709,-7.850132552252876,6.678172689586511,2,finbert_summary_sentiment_df,252,60,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011600732803344726,0.00011363590995386954,0.0007322311401367187,4.785421407296408e-05,4,{'model__n_neighbors': 4},-25.902735805511476,-7.271506627400716,-4.3087615331014,-4.097974014282227,-8.38815097808838,-13.214547793070475,-6.872391637166341,-3.1206815401713053,-2.7910852432250977,-3.336078389485677,-7.930391356150309,6.7167523651564,3,finbert_summary_sentiment_df,252,60,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0011321306228637695,0.00011532083875528074,0.0007268905639648438,4.831937060004538e-05,5,{'model__n_neighbors': 5},-26.132633488972985,-7.584004440307617,-4.456496760050457,-4.414871190388998,-9.122628835042319,-13.274952087402342,-6.912882792154951,-3.317870890299479,-2.7618457539876298,-3.34908353169759,-8.132726977030437,6.748760660959376,4,finbert_summary_sentiment_df,252,60,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0013036012649536132,9.856802211039821e-05,0.0007209062576293945,2.7578146132545378e-05,2,{'model__n_neighbors': 2},-5.709036954243978,-5.711209042867025,-2.8963915506998696,-4.00620911916097,-2.8290325164794923,-13.040233866373699,-3.8339150746663413,-3.6356423060099283,-3.4424766540527343,-3.624659474690755,-4.872880655924479,2.88369336435097,1,finbert_tone_summary_sentiment_df,252,60,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0012777090072631837,5.943306545997458e-05,0.00074005126953125,1.9979420026821053e-05,3,{'model__n_neighbors': 3},-6.401131608751085,-5.679776340060767,-2.7643612331814227,-3.8361782073974613,-2.8213770548502604,-13.405865139431427,-3.8310420566134984,-3.492133627997503,-3.2208301968044704,-3.4414535946316174,-4.889414905971952,3.0544253031123203,2,finbert_tone_summary_sentiment_df,252,60,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011649847030639649,0.00013134544439565645,0.0007195234298706055,3.29591502879744e-05,4,{'model__n_neighbors': 4},-6.58127727508545,-6.106789684295654,-2.748038673400879,-3.896071751912435,-3.05161075592041,-13.369365119934082,-3.770435841878255,-3.5074965794881185,-3.1049460728963214,-3.437398338317871,-4.957343009312948,3.05960869077989,3,finbert_tone_summary_sentiment_df,252,60,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0011296033859252929,0.00014598513669005978,0.0006880044937133789,5.0776110639281356e-05,5,{'model__n_neighbors': 5},-6.73783187866211,-6.463022664388021,-2.479655151367188,-3.969248835245769,-3.234533487955728,-13.478030497233075,-3.8890641276041658,-3.390203679402669,-2.7711953735351567,-3.599425125122069,-5.001221082051595,3.135661685049976,4,finbert_tone_summary_sentiment_df,252,60,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.00120849609375,0.00011862160782576796,0.0007223844528198242,2.2926509577993267e-05,2,{'model__n_neighbors': 2},-9.076898701985677,-5.592853864034017,-2.868472417195638,-3.941180928548177,-3.153786214192708,-13.143676884969075,-4.371514511108399,-3.711758613586426,-3.4852078755696616,-3.268837738037109,-5.261418774922688,3.1468674109412196,1,finbert_tone_summary_sentiment_df,252,60,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.001212167739868164,9.899751510144293e-05,0.0007302999496459961,4.0848478574258164e-05,3,{'model__n_neighbors': 3},-9.716290579901802,-5.564146720038521,-2.798187552558051,-3.836057790120443,-3.615662044949004,-13.393410661485463,-4.3678682115342875,-3.4755162133110877,-3.218139055040148,-3.24220093621148,-5.322747976515029,3.3026806810503597,2,finbert_tone_summary_sentiment_df,252,60,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0012115478515625,0.00010744746384994725,0.0007486581802368164,4.405939862698804e-05,4,{'model__n_neighbors': 4},-10.892931429545085,-5.908449999491373,-2.717954635620117,-3.9267516136169434,-3.899791399637858,-13.41410166422526,-4.219771512349447,-3.5061072667439777,-3.101500384012858,-3.3969148635864257,-5.498427476882934,3.470582608149214,3,finbert_tone_summary_sentiment_df,252,60,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0011585474014282227,0.00012233819522996782,0.0007262706756591796,6.85553377574817e-05,5,{'model__n_neighbors': 5},-12.074657974243163,-6.331188151041668,-2.659586919148762,-3.987470779418945,-3.974279785156251,-13.55799326578776,-4.26929473876953,-3.4238244883219404,-2.773836415608724,-3.562716089884439,-5.661484860738119,3.718617665332738,4,finbert_tone_summary_sentiment_df,252,60,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012714147567749023,0.00010814993937906712,0.0007226467132568359,4.597672187688474e-05,2,{'model__n_neighbors': 2},-26.02023245493571,-5.081639417012533,-4.437429936726888,-4.109850247701009,-8.741887919108073,-13.084012349446615,-6.647917048136393,-3.440185228983561,-3.660878880818685,-3.1987482706705728,-7.842278175354005,6.721009028393404,1,finbert_tone_summary_sentiment_df,252,60,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0012524127960205078,0.00010515356763455319,0.000743865966796875,4.651167021641837e-05,3,{'model__n_neighbors': 3},-25.959457015991216,-5.263171132405601,-4.688477198282878,-3.855223888821073,-8.754853651258685,-13.100652906629774,-7.132200792100692,-3.4855078379313142,-3.2375393337673612,-3.2427414364284957,-7.871982519361708,6.715999670769523,2,finbert_tone_summary_sentiment_df,252,60,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011683225631713868,0.00013025464214687794,0.000743412971496582,9.606881017784184e-05,4,{'model__n_neighbors': 4},-26.042591762542724,-5.950079250335693,-4.8004026730855305,-4.079876804351807,-8.819229825337727,-13.272497749328613,-7.463603846232096,-3.4354279200236,-3.061670112609863,-3.2370548884073895,-8.016243483225505,6.723136175542431,3,finbert_tone_summary_sentiment_df,252,60,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0011770486831665038,0.0001346798444222636,0.0007148265838623046,5.4480372136501166e-05,5,{'model__n_neighbors': 5},-26.382306543986,-6.3185901387532555,-4.784107767740884,-4.142595011393228,-9.178119201660156,-13.418006388346354,-7.796254679361978,-3.262199579874676,-2.8763047281901044,-3.3346619923909504,-8.149314603169758,6.833619652897843,4,finbert_tone_summary_sentiment_df,252,60,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.001282811164855957,0.00011243498907198644,0.0007395505905151367,3.9939837389688764e-05,2,{'model__n_neighbors': 2},-5.640073140462239,-4.24914124806722,-2.385504659016927,-3.6237353642781573,-2.865708033243815,-13.33093719482422,-3.3920519510904947,-3.0313501993815106,-2.8123018900553385,-3.5989972432454427,-4.492980092366537,3.0708648344124754,2,finbert_whole_article_sentiment_df,252,60,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0012543201446533203,0.0001316509743676815,0.0007790565490722656,5.8738828773637994e-05,3,{'model__n_neighbors': 3},-5.764377424452039,-4.794216240776908,-2.096826553344728,-3.808925416734483,-2.9022648281521257,-13.288980865478514,-2.8391567654079863,-3.0171186659071187,-2.7953695509168854,-3.463739734225803,-4.47709760453966,3.1091586467295187,1,finbert_whole_article_sentiment_df,252,60,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0012131214141845703,0.00014031044992798649,0.0007461309432983398,5.632930954926995e-05,4,{'model__n_neighbors': 4},-5.822710959116618,-5.202825927734375,-2.254334735870361,-3.603617795308431,-2.8350526809692385,-13.256394068400065,-2.9333502451578775,-2.9971006711324057,-2.7131781260172527,-3.4199217478434245,-4.503848695755005,3.10819529502766,3,finbert_whole_article_sentiment_df,252,60,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.001148366928100586,0.00012969691084203748,0.0007168769836425782,5.516562860316076e-05,5,{'model__n_neighbors': 5},-5.811171162923178,-5.643798878987629,-2.3192300415039067,-3.615487543741862,-2.740628051757814,-13.365639597574868,-3.189746754964193,-2.9627077992757154,-2.74560078938802,-3.510956039428711,-4.59049666595459,3.135518771666701,4,finbert_whole_article_sentiment_df,252,60,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0013397693634033202,0.00020698012584290825,0.0007417917251586914,7.487968478006341e-05,2,{'model__n_neighbors': 2},-6.410582288106283,-4.285206731160482,-2.512283515930176,-3.58080571492513,-3.4113539377848308,-13.253647867838541,-3.5958953857421876,-3.081821314493815,-2.7935174306233725,-3.3985636393229166,-4.632367782592774,3.050943550455844,2,finbert_whole_article_sentiment_df,252,60,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0011395692825317382,7.789132060134196e-05,0.0007101774215698242,4.4896953274593965e-05,3,{'model__n_neighbors': 3},-6.554454125298394,-4.734885025024413,-2.2542950524224183,-3.7355392879909934,-3.222136179606118,-13.24446046617296,-3.040863545735678,-2.9643355475531696,-2.8275783114963122,-3.4614107343885645,-4.603995827568902,3.10252999269346,1,finbert_whole_article_sentiment_df,252,60,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.001201963424682617,0.0001369396372748846,0.0007165670394897461,3.5247628887065684e-05,4,{'model__n_neighbors': 4},-6.665332349141439,-5.221154880523682,-2.3867925643920898,-3.607697105407715,-3.101492182413737,-13.261735343933106,-3.2305009841918944,-2.925767199198405,-2.7375607172648113,-3.3030713399251304,-4.6441104666392015,3.1243462973471545,3,finbert_whole_article_sentiment_df,252,60,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
